flex1,flex2,flex3,flex4,flex5,x,y,z,face,SIGN
0,1,2,3,1889,254.5,-64.44,106.81,0.004,Không Thích
2,2,3,6,1888,254.75,-63.31,99.94,0.005,Không Thích
1,1,2,4,1889,256.25,-63.75,99.81,0.006,Không Thích
1,1,1,4,1888,257.62,-63.94,100.0,0.006,Không Thích
2,1,1,0,1889,257.81,-63.69,98.62,0.003,Không Thích
1,0,2,1,1889,258.19,-63.88,97.94,0.003,Không Thích
1,0,3,0,1889,258.31,-64.06,98.19,0.002,Không Thích
2,1,1,2,1888,257.94,-64.31,97.75,0.003,Không Thích
0,1,1,1,1889,257.62,-64.62,96.69,0.003,Không Thích
1,-1,0,5,1889,257.94,-64.5,97.31,0.002,Không Thích
2,2,2,2,1889,258.12,-64.5,97.31,0.005,Không Thích
3,0,1,1,1888,258.12,-64.56,97.0,0.003,Không Thích
0,1,1,1,1889,258.19,-64.56,96.87,0.005,Không Thích
1,0,3,1,1889,258.31,-64.56,96.75,0.003,Không Thích
0,2,1,1,1889,258.19,-64.69,96.5,0.002,Không Thích
1,1,1,1,1888,258.25,-64.75,96.44,0.002,Không Thích
2,-1,1,0,1888,258.37,-64.75,96.62,0.003,Không Thích
2,1,2,1,1889,258.37,-64.81,96.5,0.002,Không Thích
1,1,1,0,1888,258.44,-64.94,96.31,0.004,Không Thích
1,2,1,1,1888,258.5,-65.12,95.87,0.003,Không Thích
1,2,0,2,1888,258.62,-65.06,95.31,0.002,Không Thích
2,1,3,94,1888,258.94,-64.81,94.44,0.004,Không Thích
2,1,2,722,1889,259.0,-64.69,93.75,0.002,Không Thích
0,1,1,717,1889,258.81,-64.62,93.56,0.002,Không Thích
2,1,2,0,1888,258.87,-64.37,93.31,0.003,Không Thích
2,2,195,6,1889,258.75,-64.06,92.25,0.003,Không Thích
0,3,288,41,1889,258.87,-63.75,91.75,0.004,Không Thích
1,0,116,34,1888,259.31,-63.56,92.0,0.003,Không Thích
1,1,372,38,1888,259.62,-63.25,92.19,0.004,Không Thích
1,2,405,13,1888,258.69,-63.0,90.62,0.003,Không Thích
1,1,138,1,1889,257.75,-62.38,89.56,0.002,Không Thích
1,1,0,1,1889,256.25,-62.5,86.5,0.002,Không Thích
2,1,1,2,1888,255.12,-60.44,75.56,0.003,Không Thích
2,1,1,227,1889,251.56,-62.44,72.94,0.004,Không Thích
3,2,1,330,1889,263.0,-64.37,70.25,0.004,Không Thích
57,2,2,909,1888,291.94,-25.62,41.06,0.003,Không Thích
1,1,4,2735,1888,334.19,5.25,31.25,0.003,Không Thích
0,1,152,2513,1889,14.38,9.31,31.12,0.006,Không Thích
1,1,413,1495,1904,43.75,11.75,41.0,0.003,Không Thích
2,1,7,277,1888,38.44,16.0,40.44,0.003,Không Thích
0,2,18,183,1888,35.06,21.12,38.13,0.002,Không Thích
69,0,325,478,1888,48.56,16.06,38.5,0.003,Không Thích
1,2,1,2,1889,45.56,18.12,39.69,0.002,Không Thích
2,1,2,2,1889,30.56,18.31,35.88,0.003,Không Thích
4,0,1,2,1888,2.62,18.87,41.75,0.003,Không Thích
160,8,1560,981,1888,336.0,7.0,55.25,0.003,Không Thích
150,398,2112,1427,1888,301.62,-25.5,66.31,0.003,Không Thích
10,0,1,3,1889,272.37,-58.13,62.13,0.002,Không Thích
-1,0,1,3,1888,260.44,-74.12,39.94,0.003,Không Thích
0,1,1,7,1888,257.31,-74.81,83.31,0.004,Không Thích
1,2,1,2,1889,256.56,-67.44,107.37,0.002,Không Thích
1,1,2,2,1888,255.12,-66.81,105.94,0.001,Không Thích
1,1,0,1,1888,255.62,-66.5,95.94,0.003,Không Thích
0,3,0,1,1888,256.75,-64.94,89.69,0.003,Không Thích
1,2,1,1,1889,257.19,-64.75,92.31,0.004,Không Thích
1,0,1,1,1888,256.62,-65.31,94.12,0.002,Không Thích
1,1,-1,2,1889,256.5,-65.31,94.06,0.002,Không Thích
1,2,2,1,1888,256.75,-65.25,93.31,0.001,Không Thích
0,2,0,1,1889,257.0,-64.94,93.19,0.005,Không Thích
1,0,1,1,1889,253.5,-63.63,92.44,0.002,Không Thích
1,2,2,0,1889,250.81,-63.5,91.56,0.004,Không Thích
-1,1,1,1,1889,249.25,-64.31,93.5,0.003,Không Thích
1,1,2,2,1889,249.0,-64.0,96.69,0.003,Không Thích
1,2,0,1,1888,249.19,-63.88,95.75,0.004,Không Thích
1,2,-1,0,1888,249.81,-63.81,93.69,0.003,Không Thích
